CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8
21786;15052;11512;10151;23;0;0;0
21788;15782;12260;11116;22;0;0;0
21784;16408;12968;11950;18;0;0;0
21784;16952;31756;12586;1644;0;0;0
21784;17263;41076;13042;2424;0;0;0
21788;26706;51400;13686;3211;0;0;0
21788;45172;61220;14569;4150;0;0;0
21786;60780;65488;22440;5636;0;0;0
21784;65484;65496;39818;6485;0;0;0
21785;65504;65512;57408;7714;0;0;0
21786;65508;65516;62968;8449;0;0;0
21784;65508;65516;64120;8998;0;0;0
21788;65508;65504;50013;7696;0;0;0
21782;65512;65504;45296;7604;0;0;0
21786;65516;65520;61512;9035;0;0;0
21788;65522;65520;63048;9197;0;0;0
21785;65512;65508;65048;9601;0;0;0
21785;65516;65516;65518;10012;0;0;0
21788;64144;65524;65516;10770;0;0;0
21792;62540;62880;65508;12403;0;0;0
21788;61668;60456;65530;13586;0;0;0
21792;61020;59160;65529;14232;0;0;0
21787;59664;57782;63072;15093;0;0;0
21788;59308;57396;62796;15388;0;0;0
21789;58596;57228;62428;15577;0;0;0
21792;57077;56183;61172;16192;0;0;0
21792;56826;55815;60608;16811;0;0;0
53720;56212;55268;60404;16912;0;0;0
53730;55424;54934;59472;17444;0;0;0
53728;54994;54290;58736;17890;0;0;0
53728;54398;53489;57844;18308;0;0;0
53722;53672;52892;57072;18708;0;0;0
53730;53000;52194;56484;19149;0;0;0
53728;52244;51576;55548;19449;0;0;0
21790;51632;51052;54862;19865;0;0;0
21790;50898;50276;54426;20438;0;0;0
21792;50640;50141;53838;20531;0;0;0
53723;50274;49780;53120;20766;0;0;0
53728;49834;49075;52792;21202;0;0;0
21796;49102;48752;51932;21520;0;0;0
21788;48850;48382;51686;21773;0;0;0
21793;48476;48263;51114;21909;0;0;0
21795;47853;47842;50808;22112;0;0;0
21796;47529;47343;50206;22609;0;0;0
21796;47636;47179;49968;22542;0;0;0
53728;47418;47022;49808;22728;0;0;0
53724;46896;46498;49418;23070;0;0;0
21800;46363;46076;48640;23369;0;0;0
21796;46148;45902;48466;23589;0;0;0
21795;45964;45464;48056;23784;0;0;0
21798;45615;45172;47708;23880;0;0;0
21798;45204;44740;47344;24240;0;0;0
21797;45191;44788;47304;24219;0;0;0
21800;44598;44437;46582;24634;0;0;0
21796;44322;44006;46510;24684;0;0;0
21797;44128;43856;46048;24963;0;0;0
21800;43595;43298;45589;25258;0;0;0
21799;43410;43198;45249;25397;0;0;0
21796;42944;42778;44717;25620;0;0;0
53732;42614;42224;44250;25828;0;0;0
21805;42372;42254;44015;26084;0;0;0
21803;42158;41700;43836;26418;0;0;0
21800;41469;41508;43408;30250;0;0;0
21803;41624;41449;43484;37952;0;0;0
21802;41232;41204;42680;58628;0;0;0
21800;16805;40920;42532;65472;0;0;0
53732;54;40468;42024;65488;0;0;0
21802;30;39945;41696;65496;0;0;0
21801;16;39948;41408;65492;0;0;0
21801;10;17405;41104;65492;0;0;0
21804;12;61;40192;65504;0;0;0
21800;11;28;27412;65509;0;0;0
21804;14;22;14882;65508;0;0;0
21804;12;21;14629;65488;0;0;0
21804;12;21;13247;65512;0;0;0
21802;12;15;4597;65496;0;0;0
21804;14;7;42;65512;0;0;0
21810;12;6;19;65512;0;0;0
21810;12;6;9;65512;0;0;0
21808;13;7;6;65528;0;0;0
21809;12;9;5;65512;0;0;0
21812;11;11;8;65528;0;0;0
21813;1671;10;9;64128;0;0;0
21814;2927;10;8;62848;0;0;0
21816;4131;10;9;61720;0;0;0
21812;4900;11;11;60892;0;0;0
53752;6332;10;9;59474;0;0;0
53760;7186;1272;10;58772;0;0;0
53748;7817;2059;10;58120;0;0;0
53744;8904;3410;1132;57000;0;0;0
53748;9881;4399;2381;56178;0;0;0
53760;10770;5523;3461;55088;0;0;0
21818;11870;6959;4853;54024;0;0;0
21816;12814;8016;6141;28900;0;0;0
21820;13638;9000;7202;7816;0;0;0
21820;14458;10168;8358;1536;0;0;0
21820;15148;11074;9315;28;0;0;0
21820;15362;11282;9602;25;0;0;0
21820;15888;12016;10272;22;0;0;0
21824;16604;12665;10935;19;0;0;0
53740;24398;13278;11645;16;0;0;0
53736;50356;31804;12590;1620;0;0;0
53740;62792;52856;13856;3040;0;0;0
53752;65504;63476;14766;4744;0;0;0
53748;65508;65496;22264;5897;0;0;0
53746;65504;65512;46482;7149;0;0;0
53760;65512;65512;59212;8294;0;0;0
21828;65514;65520;65436;9392;0;0;0
21828;65516;65520;65516;10238;0;0;0
21828;65518;64416;65524;11148;0;0;0
21828;64424;63544;65520;11707;0;0;0
21830;62802;61866;65524;12748;0;0;0
21830;61728;60580;65529;13687;0;0;0
21832;60000;59044;65524;14419;0;0;0
21833;58720;57912;63260;15494;0;0;0
53766;57452;56564;61432;16008;0;0;0
53768;56506;55710;60746;16644;0;0;0
53776;55384;54919;59516;17502;0;0;0
53772;54388;53728;57882;18256;0;0;0
53772;53202;52648;56606;18970;0;0;0
53776;52088;51400;55174;19712;0;0;0
53778;51014;50490;53988;20267;0;0;0
21840;50149;49618;53112;21022;0;0;0
21842;49398;49060;52212;21368;0;0;0
21844;48768;48413;51560;21877;0;0;0
21842;48184;47938;50454;22204;0;0;0
21845;47308;47096;49878;22695;0;0;0
21842;46813;46631;49145;23036;0;0;0
21844;46234;45881;48550;23504;0;0;0
53780;45532;45290;47724;23965;0;0;0
53786;44994;44684;47036;24199;0;0;0
53789;44548;44438;46504;24559;0;0;0
53784;44024;43988;46025;24850;0;0;0
53792;43541;43337;45448;25344;0;0;0
53792;43005;42620;44816;25888;0;0;0
53788;42625;42518;44355;25830;0;0;0
53788;42156;41833;43922;26240;0;0;0
53782;41636;41520;43352;33880;0;0;0
53784;41146;41013;42716;62640;0;0;0
53776;7883;40664;42112;65472;0;0;0
53780;46;40404;41913;65488;0;0;0
53784;23;40140;41560;65500;0;0;0
53792;12;36242;41088;65488;0;0;0
53784;10;3228;40774;65504;0;0;0
53784;10;37;40416;65512;0;0;0
53780;14;13;1960;65516;0;0;0
21856;11;5;33;65508;0;0;0
21858;12;6;14;65516;0;0;0
21858;11;9;8;65517;0;0;0
21860;13;10;6;65528;0;0;0
21861;12;9;7;65504;0;0;0
21864;1411;11;9;64178;0;0;0
21865;2967;11;10;63010;0;0;0
21865;4568;9;9;61128;0;0;0
21868;6017;11;9;59872;0;0;0
21870;6872;11;9;59128;0;0;0
53792;8054;2012;10;57856;0;0;0
53806;9228;3503;1217;56624;0;0;0
53804;10032;4817;2520;55592;0;0;0
53792;10624;6822;5538;45280;0;0;0
53788;12171;8541;7633;9397;0;0;0
53800;12659;9524;8618;1967;0;0;0
53812;13610;10357;9533;26;0;0;0
53819;13714;10483;9663;26;0;0;0
53804;14124;11065;10168;23;0;0;0
53816;14596;11661;10674;22;0;0;0
53808;15265;12310;11530;20;0;0;0
53808;15924;12954;12280;20;0;0;0
53802;16128;28598;12920;15;0;0;0
53808;16888;47256;13865;1649;0;0;0
53816;17313;58756;14608;2677;0;0;0
53816;18176;63504;15092;3612;0;0;0
53784;18894;65504;27408;5163;0;0;0
53810;19360;65512;45948;6102;0;0;0
53787;39040;65500;57064;7316;0;0;0
53792;58410;65512;65300;8209;0;0;0
53808;65484;65520;65512;9198;0;0;0
53800;65508;64292;65508;9887;0;0;0
53816;65508;63328;65512;10515;0;0;0
53796;65516;62240;65524;10644;0;0;0
53818;65508;61528;65524;11908;0;0;0
53816;65524;60548;65524;12641;0;0;0
53818;65520;59540;65524;13156;0;0;0
53824;65524;58212;65480;13944;0;0;0
53832;65524;57658;63600;14596;0;0;0
53828;65520;56804;62644;15372;0;0;0
53824;65532;56686;62508;15569;0;0;0
53838;65524;55900;61398;15994;0;0;0
53836;65516;54992;60344;16558;0;0;0
53834;63072;54184;59152;17048;0;0;0
21902;62472;53620;58696;17540;0;0;0
21902;61072;52736;57642;17850;0;0;0
21905;60420;52060;56772;18530;0;0;0
21897;60360;52228;56692;18358;0;0;0
21905;54228;53568;57736;18338;0;0;0
21904;54050;52832;57040;18566;0;0;0
21907;53396;52150;56277;19090;0;0;0
21906;52636;51340;55278;19620;0;0;0
21912;52794;50776;54663;19934;0;0;0
21909;52268;50270;53835;20564;0;0;0
21911;50610;49516;53282;20688;0;0;0
21910;50032;48960;52211;21226;0;0;0
21908;49420;48362;51656;21740;0;0;0
21914;48909;48124;51194;21907;0;0;0
21914;48904;48292;51576;21659;0;0;0
21919;49054;47922;50940;22116;0;0;0
21916;47905;47136;50183;22528;0;0;0
21917;47780;46668;49600;22884;0;0;0
21920;46811;46258;49042;23204;0;0;0
21916;46397;45721;48343;23440;0;0;0
21916;45958;45202;47804;23912;0;0;0
21922;45191;44767;47185;24262;0;0;0
21925;44668;44326;46568;24520;0;0;0
21924;44269;43764;45812;24881;0;0;0
21923;43856;43261;45575;25062;0;0;0
21922;43272;42816;44928;25448;0;0;0
21924;42912;42583;44295;25823;0;0;0
21926;42680;42020;44069;26137;0;0;0
21925;42056;41920;43694;26295;0;0;0
21928;41708;41548;43116;35992;0;0;0
21928;41724;41440;43080;49064;0;0;0
21929;41468;41304;43088;51672;0;0;0
21930;33016;40864;42368;65473;0;0;0
21932;11056;40577;42330;65472;0;0;0
21926;42;39960;41664;65488;0;0;0
53862;22;39416;41012;65496;0;0;0
53866;11;13792;41108;65492;0;0;0
53856;12;53;40570;65512;0;0;0
53860;13;20;6278;65504;0;0;0
53860;13;8;34;65504;0;0;0
21934;12;7;12;65516;0;0;0
21936;12;7;6;65528;0;0;0
21936;13;9;7;65520;0;0;0
21940;11;9;9;65524;0;0;0
21936;1869;10;9;63624;0;0;0
21942;3329;12;10;62182;0;0;0
21942;5112;10;10;60594;0;0;0
53884;6437;1062;9;59064;0;0;0
53876;8160;2628;10;56960;0;0;0
53876;9492;4144;2401;56332;0;0;0
53880;10758;5704;3915;55148;0;0;0
53880;11382;6652;4992;54576;0;0;0
53872;12554;7989;6393;30620;0;0;0
21946;13739;9441;7894;5364;0;0;0
21948;14852;10760;9314;29;0;0;0
21952;15684;11990;10465;21;0;0;0
21946;16563;12922;11494;20;0;0;0
21954;24364;21289;12642;1139;0;0;0
21950;52432;51472;13635;2486;0;0;0
21953;64144;62900;14673;4329;0;0;0
53880;65488;65500;29748;5889;0;0;0
53886;65508;65512;56712;7506;0;0;0
53888;65504;65512;63772;8498;0;0;0
53894;65526;65512;65512;10141;0;0;0
53888;65516;63688;65520;11127;0;0;0
53868;65524;62094;65528;12391;0;0;0
21961;62908;60700;65516;13084;0;0;0
21963;60921;59232;65533;14366;0;0;0
21962;59988;58159;63684;14904;0;0;0
21964;58732;56839;62168;15756;0;0;0
21964;57561;55836;60634;16539;0;0;0
21965;56290;54468;58988;17600;0;0;0
21966;54866;53330;57479;18156;0;0;0
21968;53826;52390;56440;18940;0;0;0
21964;53436;51808;55627;19430;0;0;0
21966;52480;51320;54826;19630;0;0;0
21970;51334;50089;53822;20558;0;0;0
21973;51108;49826;53469;20587;0;0;0
53900;51024;49703;53293;20692;0;0;0
53912;50383;49088;52490;21063;0;0;0
53920;49844;48508;51872;21697;0;0;0
53914;49286;48216;51215;21886;0;0;0
53908;48576;47639;50524;22248;0;0;0
53919;47911;47054;49816;22718;0;0;0
21976;47426;46588;49564;22972;0;0;0
21978;47050;46141;48684;23376;0;0;0
53924;46296;45466;47984;23785;0;0;0
21978;45575;45094;47454;23903;0;0;0
53924;45452;44564;46849;24234;0;0;0
21979;44857;44133;46341;24656;0;0;0
53924;44632;43877;46136;24800;0;0;0
21984;44457;43890;46144;24793;0;0;0
53924;44214;43426;45683;24942;0;0;0
21984;44317;43784;46133;24875;0;0;0
21984;43606;43173;45491;25159;0;0;0
53892;43500;43008;45088;25577;0;0;0
21989;43264;42521;44770;25792;0;0;0
53924;42864;42047;44352;26005;0;0;0
21989;42469;42104;43928;26317;0;0;0
21992;41971;41576;43556;26525;0;0;0
21992;41914;41148;42608;44256;0;0;0
21989;41970;40792;42326;63500;0;0;0
21992;41648;40314;41720;65480;0;0;0
21989;27072;39780;41514;65480;0;0;0
21991;13168;40032;41336;65488;0;0;0
21992;5983;39810;41232;65480;0;0;0
21988;299;39768;40996;65480;0;0;0
21994;43;39552;40656;65492;0;0;0
21992;37;39480;40730;65496;0;0;0
21992;31;39376;40500;65496;0;0;0
21996;14;59;39816;65508;0;0;0
21992;13;22;2912;65504;0;0;0
21992;13;9;37;65508;0;0;0
21993;13;6;18;65522;0;0;0
21996;13;4;15;65512;0;0;0
22003;13;5;7;65520;0;0;0
22000;11;7;7;65520;0;0;0
53940;13;9;6;65516;0;0;0
53940;11;9;7;65529;0;0;0
53944;12;11;9;65520;0;0;0
53944;1178;12;8;64224;0;0;0
53948;1959;11;10;63636;0;0;0
22010;1582;11;9;63974;0;0;0
22010;1425;10;9;63962;0;0;0
53952;2557;11;9;62808;0;0;0
53940;3936;11;11;61790;0;0;0
53948;3569;11;9;62152;0;0;0
53953;3098;8;9;62400;0;0;0
22012;3106;9;9;62296;0;0;0
22012;3309;9;8;61880;0;0;0
22013;3670;11;10;61908;0;0;0
22012;3962;11;9;61562;0;0;0
53960;4562;10;10;60964;0;0;0
53960;5819;11;9;59732;0;0;0
53957;6780;1089;9;58724;0;0;0
53952;6985;1427;10;58380;0;0;0
53957;7676;1989;11;58234;0;0;0
22017;7928;2415;10;57800;0;0;0
22024;7626;1877;10;58250;0;0;0
22024;8110;2466;11;57788;0;0;0
22024;8025;2473;10;57656;0;0;0
22024;8180;2708;10;57376;0;0;0
22024;7931;2492;11;57892;0;0;0
22030;8572;3146;1196;57126;0;0;0
22024;9762;4606;2684;55944;0;0;0
22026;10475;5519;3809;55364;0;0;0
22027;11537;6714;5043;53840;0;0;0
22028;12448;7950;6273;24136;0;0;0
22032;13450;9672;8477;1958;0;0;0
22032;14550;10894;9720;25;0;0;0
22031;15338;11909;10658;21;0;0;0
22032;15976;12624;11560;15;0;0;0
22032;16842;20552;12740;1191;0;0;0
22032;17788;52180;14124;2883;0;0;0
22034;27872;60112;14728;4037;0;0;0
22028;54948;65496;20976;5368;0;0;0
22032;65500;65512;53561;7360;0;0;0
22033;65512;65521;63408;8648;0;0;0
22035;65516;65524;65512;10060;0;0;0
22036;65526;63440;65520;11218;0;0;0
22038;65524;61932;65528;12269;0;0;0
22040;65524;60412;65535;13274;0;0;0
22042;64324;58848;65520;14548;0;0;0
22036;62448;57524;62960;15381;0;0;0
22040;60834;55932;60912;16594;0;0;0
22044;60630;55848;60792;16612;0;0;0
22037;57608;55458;60704;16577;0;0;0
53972;57129;55079;59800;16978;0;0;0
53991;57356;54980;59842;17000;0;0;0
53974;56930;54918;59602;17139;0;0;0
53976;56288;54440;59020;17494;0;0;0
53984;56456;54296;58925;17386;0;0;0
53986;55660;53926;58068;17896;0;0;0
53988;55452;53410;57772;18221;0;0;0
53988;54856;52984;57442;18390;0;0;0
22048;54436;52776;57024;18728;0;0;0
22050;54615;52804;57312;18542;0;0;0
22050;54132;52520;56601;18949;0;0;0
22052;53640;51964;55930;19199;0;0;0
53988;52509;50950;54631;19936;0;0;0
53992;51220;49864;53456;20618;0;0;0
53988;50545;49190;52408;21208;0;0;0
54004;50256;48912;52359;21395;0;0;0
53996;50152;48733;52122;21488;0;0;0
53990;49744;48314;51704;21643;0;0;0
53999;49285;47732;50989;22114;0;0;0
54000;48580;47568;50530;22203;0;0;0
22056;48678;47471;50480;22308;0;0;0
22056;48072;47126;49854;22724;0;0;0
22060;47339;46273;49144;23104;0;0;0
22060;46531;45420;48222;23595;0;0;0
22062;46266;45300;47773;23836;0;0;0
22062;45528;44619;47152;24247;0;0;0
22059;45453;44949;47300;24122;0;0;0
54004;45416;44398;46922;24442;0;0;0
54008;45221;44434;46592;24586;0;0;0
54004;44756;43784;45900;24908;0;0;0
54008;44150;43420;45348;25154;0;0;0
54006;43544;42939;44730;25614;0;0;0
54004;43040;42364;44070;26077;0;0;0
54004;42438;41765;43728;26159;0;0;0
22066;42405;41950;43788;26106;0;0;0
22068;42661;41786;43806;26296;0;0;0
22070;42217;41508;43566;26304;0;0;0
22072;41824;41192;42890;41196;0;0;0
22072;41266;40960;42524;62192;0;0;0
22070;10977;40000;41540;65480;0;0;0
22066;37;39369;40110;65512;0;0;0
22068;22;17878;39668;62152;0;0;0
22066;14;57;34708;65504;0;0;0
22068;13;38;13282;63016;0;0;0
22072;12;13;46;60812;0;0;0
22068;14;7;18;62476;0;0;0
22074;14;5;5;63900;0;0;0
22078;13;7;5;58824;0;0;0
22076;13;6;6;62200;0;0;0
22074;15;10;8;56952;0;0;0
22075;13;10;9;61194;0;0;0
22077;162;11;9;57904;0;0;0
22081;2073;10;9;56877;0;0;0
22077;3263;10;9;52193;0;0;0
22080;3677;10;10;55600;0;0;0
22078;4097;10;11;55219;0;0;0
22081;4429;9;10;55888;0;0;0
22084;4880;9;10;52624;0;0;0
22084;5878;1148;9;53894;0;0;0
22082;6197;1512;11;53724;0;0;0
22088;6744;1943;10;52449;0;0;0
22088;7909;3236;1828;52388;0;0;0
22083;7796;3289;1891;51755;0;0;0
22085;8170;3549;2224;51536;0;0;0
22092;9292;4978;3666;39104;0;0;0
22090;9442;5092;3833;38728;0;0;0
22084;10475;6324;5153;11952;0;0;0
22082;12068;8073;6940;34;0;0;0
22087;12370;8623;7539;30;0;0;0
22090;13450;9926;8809;26;0;0;0
22090;14648;11362;10341;25;0;0;0
22088;16022;29720;12217;14;0;0;0
22088;16982;55940;13324;1554;0;0;0
22096;32000;64448;27672;4545;0;0;0
22092;63172;65504;60112;5986;0;0;0
22096;65496;65520;63376;5964;0;0;0
22092;65504;65512;65504;6100;0;0;0
22089;65513;64736;65520;6646;0;0;0
22098;65520;63336;65517;8894;0;0;0
22098;65520;62620;65520;8632;0;0;0
22095;65528;62008;65516;10463;0;0;0
22100;65524;61584;65520;12009;0;0;0
22096;65528;60216;65530;12172;0;0;0
22098;65524;57988;62516;14460;0;0;0
22096;64304;57616;62176;13990;0;0;0
22100;64500;57593;61944;13640;0;0;0
22099;65529;58087;62746;13985;0;0;0
22100;65534;57898;62338;14347;0;0;0
22100;64492;57496;61928;15012;0;0;0
22104;64583;57588;62192;14087;0;0;0
22101;65520;57608;62140;14950;0;0;0
22105;65528;57936;62668;14076;0;0;0
22101;65528;58816;63350;12750;0;0;0
22103;65526;57944;62636;13930;0;0;0
22104;65524;58082;63111;14603;0;0;0
22103;64007;56904;61784;14823;0;0;0
22102;64120;56900;61604;14672;0;0;0
22104;63805;56794;61580;15372;0;0;0
22106;62088;55461;59668;16503;0;0;0
22108;62368;55670;60194;15817;0;0;0
22104;63016;56272;60792;15826;0;0;0
22108;62808;56204;60454;15458;0;0;0
22105;62966;56456;60764;15271;0;0;0
22104;62480;56032;59920;15716;0;0;0
22108;61191;55174;59194;15896;0;0;0
22108;59502;54330;57863;16950;0;0;0
22109;58990;53517;57013;17152;0;0;0
22110;57870;52736;56160;17891;0;0;0
22112;56620;51647;54856;18258;0;0;0
22112;55314;51072;53962;21284;0;0;0
22104;55195;50776;53924;19072;0;0;0
22110;54752;50377;53528;32236;0;0;0
22107;54268;49936;52769;24112;0;0;0
22112;53592;49428;52117;25287;0;0;0
22112;53042;49068;51736;29278;0;0;0
22110;52656;48647;51321;23936;0;0;0
22108;53698;49484;52456;26024;0;0;0
22114;54258;50008;53156;26419;0;0;0
22112;54176;49748;52760;25024;0;0;0
22112;53442;49334;52149;23457;0;0;0
22112;53320;48994;51817;20468;0;0;0
22113;53057;48865;51768;21156;0;0;0
22114;53357;48923;52080;20361;0;0;0
22116;53533;49372;52224;26318;0;0;0
22116;55540;50628;54114;19693;0;0;0
22116;55918;51074;54288;19519;0;0;0
22119;55688;51372;54464;25519;0;0;0
22115;55708;51041;54248;18592;0;0;0
22117;54617;50338;53184;31066;0;0;0
22116;54000;49671;52848;23150;0;0;0
22119;53988;49703;52433;36390;0;0;0
22118;53840;49620;52344;24123;0;0;0
22116;53338;49060;51900;30148;0;0;0
22118;53120;49125;51964;20650;0;0;0
22117;52768;48786;51628;29803;0;0;0
22122;53560;49232;52069;32619;0;0;0
22114;53600;49504;52546;23869;0;0;0
22114;55016;50390;53754;27484;0;0;0
22116;55344;50716;53528;30790;0;0;0
22119;55742;51172;54501;19106;0;0;0
22119;55616;51073;54165;19172;0;0;0
22122;56157;51300;54752;19327;0;0;0
22120;55632;50908;54034;30048;0;0;0
22118;55256;50695;53793;18990;0;0;0
22116;55520;50733;53876;23312;0;0;0
22122;54530;49997;52832;26691;0;0;0
22120;53576;49417;52244;19933;0;0;0
22120;52836;48903;51444;30370;0;0;0
22121;52372;48216;51034;21704;0;0;0
22121;52104;48076;50926;24156;0;0;0
22118;51888;47776;50498;24318;0;0;0
22121;50742;47235;49696;21484;0;0;0
22120;50236;46688;48971;27954;0;0;0
22116;49343;46022;48242;35629;0;0;0
22124;49282;45959;48124;21251;0;0;0
22122;49824;46454;48876;22746;0;0;0
22124;50140;46479;49088;22308;0;0;0
22120;50402;46830;49252;21097;0;0;0
22124;51018;47434;49852;25290;0;0;0
22124;51123;47428;49934;29902;0;0;0
22118;51618;47794;50592;24502;0;0;0
22120;50812;47404;50034;22012;0;0;0
22120;51250;47439;50164;30088;0;0;0
22122;51489;47920;50286;27942;0;0;0
22118;51835;48212;50824;29334;0;0;0
22126;52741;48708;51504;20328;0;0;0
22124;52726;48752;51522;37704;0;0;0
22125;53074;48952;51904;35768;0;0;0
22121;52982;48822;51744;24746;0;0;0
22120;52328;48340;51264;27051;0;0;0
22124;51760;47818;50368;21780;0;0;0
22127;50908;47222;49648;22028;0;0;0
22126;50204;46741;49098;22109;0;0;0
22126;49258;45903;48230;22244;0;0;0
22127;48624;45387;47510;31562;0;0;0
22124;47616;44873;46676;23581;0;0;0
22124;46856;44256;46208;34108;0;0;0
22118;46800;44170;46080;33976;0;0;0
22124;46703;43896;45712;42756;0;0;0
22124;46520;44104;45998;38394;0;0;0
22121;47018;44267;46150;30400;0;0;0
22128;47002;44212;46271;28796;0;0;0
22123;47538;44658;46628;23387;0;0;0
22124;47632;44672;46764;28900;0;0;0
22124;47562;44813;46821;31529;0;0;0
22125;47548;44580;46445;23378;0;0;0
22122;46934;44052;46151;30041;0;0;0
22125;46311;43556;45635;30932;0;0;0
22122;46072;43352;45255;37028;0;0;0
22128;45714;43112;45044;34386;0;0;0
22122;45762;43047;45060;33572;0;0;0
22124;45250;42762;44640;32884;0;0;0
22126;45217;42758;44409;28063;0;0;0
22126;45063;42529;44479;33512;0;0;0
22124;44990;42310;44344;25383;0;0;0
22122;44982;42774;44172;28522;0;0;0
22124;45154;42848;44450;32600;0;0;0
22128;45530;43136;44914;38972;0;0;0
22128;45836;43292;45163;25018;0;0;0
22121;45611;43316;45178;24318;0;0;0
22125;45668;43142;44949;24423;0;0;0
22125;45818;43328;45144;41616;0;0;0
22128;45670;43232;44951;24585;0;0;0
22124;44908;42524;44186;47590;0;0;0
22124;44698;42480;43894;39208;0;0;0
22126;44096;41798;43373;37730;0;0;0
22121;43912;41862;43355;28511;0;0;0
22126;44075;41944;43366;38628;0;0;0
22126;43931;41844;43344;25126;0;0;0
22120;43882;41780;43296;37772;0;0;0
22119;43606;41600;43274;43074;0;0;0
22124;43116;40976;42638;62880;0;0;0
22120;42948;40992;42484;60972;0;0;0
22124;42708;40948;42233;65164;0;0;0
22120;42536;40788;42178;65508;0;0;0
22124;41801;40234;41456;65500;0;0;0
22116;13054;39680;40632;65488;0;0;0
22118;49;39242;40337;65508;0;0;0
22121;40;39228;40092;57892;0;0;0
22120;32;38912;40004;61856;0;0;0
22117;22;15124;39876;63408;0;0;0
22124;13;53;29568;59226;0;0;0
22124;12;33;10010;65504;0;0;0
22118;13;12;40;61976;0;0;0
22120;14;5;9;65524;0;0;0
22122;14;3;8;65516;0;0;0
22124;12;4;8;65512;0;0;0
22120;15;6;6;64648;0;0;0
22120;13;6;4;64066;0;0;0
22120;14;7;5;63632;0;0;0
22118;14;6;6;64688;0;0;0
22126;13;8;7;63036;0;0;0
22121;14;9;9;61112;0;0;0
22122;10;10;9;60800;0;0;0
22120;2128;9;9;59204;0;0;0
22122;2360;10;9;55316;0;0;0
22124;3293;10;11;56839;0;0;0
22124;2551;10;9;55920;0;0;0
22120;1569;10;10;56816;0;0;0
22118;2120;10;9;58578;0;0;0
22124;2434;9;9;56776;0;0;0
22123;3206;11;9;57666;0;0;0
22121;3820;9;9;56124;0;0;0
22124;4411;10;10;56204;0;0;0
22124;3970;10;9;57264;0;0;0
22117;5122;10;9;59757;0;0;0
22123;3752;10;9;59228;0;0;0
22120;4322;11;11;58108;0;0;0
22120;4492;9;9;58028;0;0;0
22124;5487;1166;9;57112;0;0;0
22121;6045;1172;9;57180;0;0;0
22124;7201;2949;1823;55461;0;0;0
22120;7999;3811;2668;55114;0;0;0
22121;7717;3294;2172;55116;0;0;0
22119;6644;2258;1079;56156;0;0;0
22120;6726;2441;1359;55850;0;0;0
22117;6972;2510;1372;56189;0;0;0
22122;6512;2083;11;56276;0;0;0
22126;6561;2196;1377;56312;0;0;0
22117;6423;1978;8;55864;0;0;0
22118;7143;2764;1562;55608;0;0;0
22120;6764;2298;1150;56004;0;0;0
22118;6933;2594;1361;55952;0;0;0
22118;7544;3332;2185;54708;0;0;0
54052;8469;4468;3340;54090;0;0;0
54048;9316;5503;4388;53224;0;0;0
54052;9027;4991;3815;53112;0;0;0
54056;9400;5560;4397;53506;0;0;0
54040;10340;6565;5487;36441;0;0;0
54012;11122;7488;6479;16064;0;0;0
54048;10925;7681;6682;11298;0;0;0
54042;10486;6827;5776;29108;0;0;0
54036;11255;7769;6763;10538;0;0;0
54048;10700;7020;5884;24190;0;0;0
22116;10611;7004;5902;27050;0;0;0
22117;11291;7764;6742;8012;0;0;0
22120;12040;8620;7559;2900;0;0;0
22118;12132;8724;7697;1583;0;0;0
22116;12257;8867;7850;1436;0;0;0
22120;11518;8179;7108;6525;0;0;0
22120;10380;6597;5496;32268;0;0;0
22120;10625;6984;5870;22976;0;0;0
22120;11070;7480;6369;11340;0;0;0
22120;11750;8321;7254;4834;0;0;0
54056;12724;9364;8362;35;0;0;0
54056;13524;10258;9232;24;0;0;0
54064;14421;11540;10455;16;0;0;0
54064;14964;12172;11196;21;0;0;0
54056;15736;12755;11909;16;0;0;0
54058;15752;12965;12164;20;0;0;0
54044;16078;26208;12646;19;0;0;0
54056;16466;32144;12942;16;0;0;0
54052;17253;55332;14158;2395;0;0;0
54052;17610;60984;14678;3357;0;0;0
54048;18042;64660;14986;4337;0;0;0
54056;18530;65508;24581;5134;0;0;0
54042;19008;65512;38276;6018;0;0;0
54056;18948;65504;40384;3951;0;0;0
54050;18693;65506;30228;5161;0;0;0
54056;19198;65516;46272;5269;0;0;0
54056;19092;65508;47896;5086;0;0;0
54058;19024;65504;41128;4318;0;0;0
54048;19054;65496;41968;5493;0;0;0
54048;19508;65508;54096;6427;0;0;0
54056;19058;65508;49412;5688;0;0;0
54052;19192;65508;45469;5340;0;0;0
22124;18940;65504;45472;5240;0;0;0
22121;18332;65504;21049;1526;0;0;0
22122;18024;64540;15103;17;0;0;0
22124;17880;61924;14902;17;0;0;0
22127;17516;59456;14532;14;0;0;0
22128;17244;53952;14242;19;0;0;0
22124;17470;56880;14485;20;0;0;0
22124;17325;53800;14187;20;0;0;0
22128;16790;42336;13368;17;0;0;0
22121;16593;35948;13104;14;0;0;0
22124;16760;40744;13376;17;0;0;0
22124;17452;55678;14442;1311;0;0;0
22126;17842;62776;14928;15;0;0;0
22130;18728;65516;15386;2332;0;0;0
22128;18680;65508;15692;1528;0;0;0
54072;18204;64380;15314;3681;0;0;0
54056;17637;60516;14773;2210;0;0;0
22128;17595;56952;14642;15;0;0;0
